1.5	0.1	4.65777e+06	241188
1.5	0.2	7799.18	190.13
1.5	0.3	122.537	2.80659
1.5	0.4	-1.97465	0.0202328
1.5	0.5	7.82858	0.0787911
1.5	0.6	14.4468	0.0802419
1.5	0.7	17.3721	0.0720467
1.5	0.8	18.0803	0.0716933
1.5	0.9	17.8645	0.0672009
1.5	1	17.1406	0.0645618
1.5	1.1	16.2987	0.0609377
1.5	1.2	15.0689	0.0581734
1.5	1.3	14.0218	0.0558657
1.5	1.4	12.9577	0.0514538
1.6	0.1	6.69154e+06	472165
1.6	0.2	8329.26	207.203
1.6	0.3	127.891	2.44867
1.6	0.4	-2.4138	0.0207804
1.6	0.5	8.3231	0.0799616
1.6	0.6	15.081	0.0851572
1.6	0.7	17.6846	0.0846604
1.6	0.8	18.1075	0.0755451
1.6	0.9	18.3252	0.0682941
1.6	1	17.5345	0.0673646
1.6	1.1	16.0744	0.0669035
1.6	1.2	15.2046	0.0665978
1.6	1.3	14.0019	0.0557801
1.6	1.4	12.8463	0.0575729
1.7	0.1	5.13992e+06	221643
1.7	0.2	9956.25	240.688
1.7	0.3	144.52	2.63148
1.7	0.4	-2.68283	0.0209827
1.7	0.5	8.41166	0.0919545
1.7	0.6	15.5466	0.0934452
1.7	0.7	18.4162	0.0790464
1.7	0.8	18.7375	0.078613
1.7	0.9	18.975	0.0718075
1.7	1	17.5865	0.0753429
1.7	1.1	16.3433	0.0694465
1.7	1.2	15.1751	0.0632483
1.7	1.3	13.9444	0.0599502
1.7	1.4	12.313	0.0584723
1.8	0.1	6.66183e+06	393814
1.8	0.2	10635.7	209.166
1.8	0.3	153.956	2.83154
1.8	0.4	-2.9871	0.0215144
1.8	0.5	8.40208	0.0934192
1.8	0.6	16.1607	0.0898815
1.8	0.7	18.9262	0.0865924
1.8	0.8	20.0056	0.0782882
1.8	0.9	19.2252	0.0732702
1.8	1	17.9378	0.0731046
1.8	1.1	16.4954	0.069934
1.8	1.2	15.4906	0.0634804
1.8	1.3	13.8622	0.060211
1.8	1.4	11.8707	0.0594236
1.9	0.1	5.1115e+06	205925
1.9	0.2	11139.1	235.031
1.9	0.3	169.397	2.95166
1.9	0.4	-3.34815	0.0217305
1.9	0.5	8.38466	0.0964764
1.9	0.6	16.6795	0.0929139
1.9	0.7	19.496	0.0921365
1.9	0.8	20.2478	0.0801027
1.9	0.9	19.8166	0.0763076
1.9	1	18.2219	0.0731313
1.9	1.1	16.4627	0.0696616
1.9	1.2	15.0176	0.0703221
1.9	1.3	13.3775	0.0641038
1.9	1.4	11.4076	0.0605209
15.0061
160	15.1808
161	15.3533
162	15.5236
163	15.6919
164	15.8306
165	15.7161
166	15.5912
167	15.4798
168	15.3567
169	15.2372
170	15.1051
171	14.6024
172	14.1088
173	13.6909
174	13.6553
175	13.615
176	13.6797
177	13.7481
178	13.8109
179	13.8729
180	13.9411
181	14.0353
182	14.1285
183	14.2207
184	14.3089
185	14.3695
186	14.4416
187	14.5612
188	14.6796
189	14.7967
190	14.9125
191	15.0176
192	15.0832
193	15.1481
194	15.1998
195	15.2172
196	15.1894
197	15.1618
198	15.1491
199	15.1354
200	15.1218
201	15.1084
202	15.0951
203	15.0819
204	15.0623
205	15.0169
206	14.9939
207	15.0041
208	14.9838
209	14.83
210	13.9041
211	11.8016
212	9.72574
213	7.66931
214	5.63201
215	3.61357
216	2.80245
217	2.78595
218	2.76849
219	2.7512
220	2.68447
221	2.61752
222	2.55117
223	1.5893
224	1.23138
225	0.869799
226	0.511401
227	0.17152
228	-0.0944147
229	-0.0918376
230	-0.0907318
231	-0.230766
232	-0.497193
233	-0.461567
234	-0.426245
235	-0.391222
236	-0.348701
237	-0.275496
238	-0.218288
239	-0.186165
240	-0.139451
241	-0.0931226
242	-0.0202633
243	0.0336154
244	0.0466742
245	0.0878432
246	0.17507
247	0.266367
248	0.364061
249	0.460973
250	0.557113
251	0.649541
252	0.729489
253	0.808807
254	0.887503
255	0.956095
256	0.998817
257	1.05933
258	1.11667
259	1.16176
260	1.20432
261	1.23556
262	1.13197
263	1.05361
264	1.00301
265	0.95571
266	0.948326
267	0.966894
268	0.97675
269	1.0518
270	1.10253
271	1.14018
272	1.15968
273	1.19047
274	1.23573
275	1.26636
276	1.35688
277	1.45238
278	1.54718
279	1.53942
280	1.49878
281	1.59705
282	1.69462
283	1.78703
284	1.8721
285	1.95658
286	2.03125
287	2.06862
288	2.10573
289	2.11837
290	2.11258
291	2.06455
292	2.02904
293	2.01707
294	2.09803
295	2.15755
296	2.15965
297	2.14516
298	2.14695
299	2.15275
300	2.17873
301	2.24483
302	2.3103
303	2.37521
304	2.43969
305	2.50548
306	2.57083
307	2.67435
308	2.7772
309	2.87939
310	2.97322
311	3.06133
312	3.14888
313	3.23588
314	3.31289
315	3.38314
316	3.45295
317	3.52232
318	3.59125
319	3.65976
320	3.7118
321	3.75286
322	3.77171
323	3.77628
324	3.81465
325	3.84842
326	3.87594
327	3.9033
328	3.92878
329	3.9485
330	3.96464
331	3.9995
332	4.05379
333	4.09972
334	4.14337
335	4.18676
336	4.2299
337	4.26335
338	4.28076
339	4.29607
340	4.3008
341	4.30168
342	4.32961
