1.29554	0.798543	0.0712547
-0.201275	0.454449	-0.138518
0.526484	-0.40249	0.158419
0.363169	-0.638668	-0.972465
-0.559905	-0.473603	0.931715
0.630483	0.558455	-0.100323
-0.561682	0.261811	0.873659
0.154411	-1.61635	-0.00132504
-0.599359	-0.333858	-0.687731
-0.112914	-0.611903	0.545095
0.0267402	-0.657109	-0.848738
0.92057	0.155212	0.664222
0.163475	0.857881	-0.677697
-1.30733	0.500353	0.0280785
-0.472694	-0.641203	0.665903
-0.0726859	-1.22252	0.186929
0.0631681	0.461758	0.611176
0.647526	-0.426776	-0.91539
0.684293	0.755625	-0.510327
-1.24817	0.173615	-0.634548
-0.198244	-1.07961	0.260441
0.791211	0.0805581	0.935007
0.539988	0.254469	-0.60241
-0.710786	1.02678	0.133126
-0.148288	-0.891306	-0.958792
-0.228858	0.677054	1.11775
0.0258295	-0.513666	0.768698
0.664079	0.920572	-0.1563
-0.661361	0.835036	-0.523135
-1.05835	-0.170691	0.457375
-1.20437	-0.0772978	-0.168159
0.338087	-0.860263	0.442094
-0.0992205	0.107926	-0.592044
0.859221	0.407918	-0.100504
-0.30832	0.675235	0.858146
-0.842706	0.218768	-0.301373
0.826113	-0.412885	0.453851
0.591746	-0.834146	-0.517664
0.288344	0.748583	-0.717454
0.15056	0.542071	0.991079
-0.870837	-0.140627	-0.390305
-0.194057	-1.14205	0.285253
0.797485	0.212335	0.363772
0.596663	0.368903	-1.44745
-0.802734	0.737783	0.539976
-0.0494987	-1.0455	0.47269
-0.942969	-0.334689	-0.416098
0.809572	0.67854	0.575004
0.28659	0.357743	-0.70542
-0.652904	-0.00508734	0.669044
-1.00047	0.400831	-0.63527
-0.731959	-0.755198	-0.804868
0.67834	-1.07872	-0.382705
0.131961	0.809101	0.218972
0.143575	-0.691517	0.518859
0.0044036	-0.773671	-0.479527
0.867195	0.163419	-1.31422
-0.0347177	-0.690666	1.08548
-0.314126	0.579546	0.294127
1.06356	-0.196992	0.560488
-0.601652	-0.970216	-0.506904
0.151277	1.0532	-0.943401
0.617624	-0.636275	0.220841
-0.159823	0.395911	0.65809
-0.896962	-0.0196538	-0.808089
0.0186794	-1.34103	-0.312319
-0.639892	0.48263	-0.105048
1.12272	-0.296281	-0.486072
0.698303	-0.108572	0.785902
0.563767	1.19427	0.03797
-0.610533	0.196692	-0.880029
-0.761671	-0.486068	0.975584
-0.103982	0.951652	0.545925
0.846531	-0.372492	0.854421
0.833286	-0.882314	-0.501419
-1.60133	-0.347626	-0.177244
-0.159596	-0.526	1.31821
-0.889144	0.71105	0.471749
0.348095	-0.623807	-0.094606
0.403924	0.549395	-0.765485
-0.230754	-0.197288	-0.499532
0.481998	0.0743215	0.654957
-0.615486	-0.406175	0.886841
0.204878	1.13728	-0.397368
0.727911	-0.182914	-1.22251
-0.163895	-0.442717	-0.780663
0.143974	0.928647	-0.0276464
-0.884072	-0.377628	0.104
0.303191	0.10164	-1.7844
1.05711	0.00727283	-0.00916877
0.976186	-0.139131	1.14402
-0.505962	1.14369	-0.0291946
0.239051	-1.04823	0.283217
0.0381822	-0.0490641	-1.10706
0.483942	0.293648	0.24623
0.503203	-0.946398	0.786788
0.493704	0.679722	-0.518145
-0.772091	0.427993	-0.342905
0.360754	-0.497048	-0.331783
-0.51348	0.175972	1.02149
0.250662	-1.08515	0.381962
0.869894	0.627753	-0.378495
-0.756203	-0.894925	-0.435527
-0.353853	0.37965	-0.940884
-0.0229086	0.357913	0.550146
0.218103	0.257478	0.884948
0.668382	0.407833	-0.694907
-0.0131926	-1.11164	0.264408
-0.361069	0.505742	-0.477844
-0.836225	-0.453985	1.00702
0.225291	0.222393	0.823054
0.670875	-0.105383	-0.631722
-0.516399	-0.777913	-0.17843
0.0787317	0.803077	-0.237669
-1.05156	0.229233	0.259044
0.553009	-0.795787	-0.556967
-0.380118	0.29881	-0.919437
-0.279627	-1.45237	0.702557
0.728612	0.305088	0.690384
-0.706992	0.106364	0.448358
-0.52607	-0.841138	0.210002
-0.45632	0.38702	-0.989306
0.731306	-0.931375	-0.395881
0.549936	0.221418	-0.0453369
-0.537875	1.0584	0.492076
-1.12153	-0.578809	0.0477494
0.413675	-0.232104	-1.02448
0.00761164	-0.666665	0.463595
-0.730265	0.627445	-0.385881
0.943727	0.895822	0.110244
-0.121327	0.124438	0.903641
0.87486	0.1313	0.249503
-0.0240189	-0.892722	0.0266055
-1.16648	1.17357	-0.268907
-0.249034	0.33789	-0.813318
0.084335	0.700707	0.144806
0.820788	-0.974761	0.571155
-0.195838	-0.487346	-0.445544
-0.273022	-0.154441	0.927955
1.24187	0.131122	-0.227808
0.399861	0.706401	-0.814063
-0.0185772	-0.73584	0.0863099
-0.164085	-0.687692	-1.22195
-0.363888	0.539304	0.755559
0.945597	0.0283421	0.473972
0.424312	1.02404	-0.997476
-0.758402	-0.800238	0.308564
-0.0019285	-0.672548	-0.665247
-0.605385	0.409369	0.642543
1.11522	0.214974	0.071005
0.810005	1.03813	-0.313985
0.187379	-0.365114	1.31275
-0.604439	0.484821	0.820226
-0.040449	-0.0724295	-0.616055
-1.10135	-0.655111	-0.274107
0.190451	-0.0431181	-0.684734
0.896283	0.126361	0.647822
0.375693	1.03859	-0.371452
-0.601375	-1.03209	-0.428968
-0.375651	-0.0579094	0.700171
0.485873	0.228248	-0.739067
0.200035	-0.821716	0.277577
0.402835	1.07744	0.56511
-0.616637	-0.356541	-0.747607
-0.275655	0.0137916	0.955483
0.637301	0.419033	1.27173
0.786699	-0.393654	0.38086
0.569847	0.976917	-0.290916
-0.431739	-0.279344	-0.919685
-0.744524	-0.57739	0.208875
1.30705	0.41328	0.314357
-0.642131	0.559953	0.0177227
-0.0499091	-0.996826	-1.11259
-0.31264	-0.433415	0.68054
0.579717	-0.154837	-0.694247
1.07734	-0.0103912	0.673562
-0.767294	-0.00474406	-0.284651
-0.105587	0.2164	0.644925
0.0729918	-1.35572	0.676337
0.513122	-0.591272	-0.995883
0.115846	-0.81987	0.109458
-1.00354	0.459848	0.326758
0.459002	0.343006	0.772192
-1.00275	-1.15145	0.0165177
0.152199	0.768852	-0.917531
0.25256	-0.368048	1.31446
-0.721983	0.519299	1.07924
0.67952	-0.707634	-0.0320843
-0.836757	1.01653	-0.111779
0.599553	0.463527	-0.00231632
0.579487	0.557444	-0.534741
0.678979	0.885644	0.48782
-0.704708	-0.74719	-0.233339
-0.63536	0.852656	-0.608624
-0.0660803	0.412044	1.37749
-1.25005	1.25681	-0.0432783
0.103862	-0.766851	0.323518
1.057	-0.130431	-0.47247
0.00732893	0.616711	0.514314
-0.820662	-0.380592	-0.429494
0.26395	0.26064	1.19741
0.452955	-0.75761	0.473081
-0.0723563	1.00053	0.211654
-1.03543	0.195771	-0.0174487
0.381521	-0.641372	-1.13308
-0.701638	-0.207641	0.324366
0.586221	-0.639603	-0.269889
0.421625	0.64034	-0.0319889
-0.345658	0.887385	0.923495
-0.121782	0.16504	-1.10506
-0.0797904	-1.54272	0.07988
0.803394	-0.460544	-0.0516618
0.566785	0.729363	0.641096
-0.904926	0.0977993	0.30957
-0.249637	0.827903	-1.10059
-1.22983	-0.195621	-0.335083
0.44918	-0.514234	0.242224
-0.765953	0.316171	0.884675
0.439274	-0.0129786	-0.985986
0.687252	0.909777	0.246645
0.37992	1.03067	-0.607463
0.120055	-1.0115	0.467588
-0.129955	1.172	0.790231
-0.653997	0.0627807	0.685344
0.839991	0.0513644	0.134678
0.404873	0.498192	1.22693
-0.295904	0.411039	-0.217361
-0.159381	-0.709937	0.784256
0.15491	-0.823073	-1.29643
0.218246	1.42232	0.509073
-0.638594	0.203114	0.291855
1.02316	0.301589	-0.295941
0.164649	-0.803253	-0.547741
-0.731437	0.449398	-0.805211
0.929028	0.207541	1.28006
0.351302	0.116633	0.922691
0.494422	0.306916	-0.31204
0.611737	-0.838061	0.0525659
-0.220423	1.13723	0.0423635
-0.652245	-0.13638	-0.675843
-0.529128	-0.171576	0.915964
0.850062	0.187481	0.0527292
-0.0422139	-0.498264	-0.380097
-0.220423	1.13723	0.0423635
-1.00811	-0.131739	-0.779788
0.225557	0.156823	0.785637
0.240273	0.739117	-0.486694
-0.13861	-0.765633	-0.558635
-1.29222	0.847842	0.203427
-0.783158	-0.421935	1.00658
0.346435	-0.904106	-0.248998
0.284829	0.773333	-0.463675
-0.673183	0.0754796	0.192841
1.15467	0.152613	0.915132
0.0599636	0.70602	1.09811
-0.809159	-0.299597	-0.853742
0.584485	0.528687	-0.80254
-0.260119	-0.284021	1.18712
0.290256	-0.678211	0.311113
0.19317	0.975537	0.561904
-0.957755	-0.717452	0.455534
0.0728779	-0.701549	-0.911116
-0.298739	0.804647	0.446461
0.535124	-0.904353	0.383668
0.888031	0.61937	-0.0860891
1.03051	-0.790701	-0.710226
-1.52194	0.384222	-0.31593
-0.498072	0.537832	0.557753
0.358654	-0.349385	0.64749
-0.181864	0.329088	-0.82825
0.0728689	0.142385	1.02991
-0.980393	-0.355227	0.16211
-0.152047	0.803482	-0.394853
0.197141	-1.17037	-0.556696
0.984661	0.356174	-0.535505
0.707198	0.665598	0.921621
-0.307948	-0.602895	-0.0795755
-0.851214	0.506625	0.717952
0.669993	-0.686648	-0.785224
0.457639	0.707749	-0.486992
0.40092	0.943346	0.621595
-1.1047	-0.172712	-0.914443
