	0.1 	 0 	 19.2799 	 0.228005
	0.15 	 0 	 13.6968 	 0.149789
	0.2 	 0 	 10.7882 	 0.100521
	0.25 	 0 	 9.3193 	 0.0726538
	0.3 	 0 	 8.5223 	 0.0522298
	0.35 	 0 	 7.9613 	 0.0347033
	0.4 	 0 	 7.6552 	 0.0210657
	0.45 	 0 	 7.5287 	 0.0100867
	0.5 	 0 	 7.5000 	 0
	0.55 	 0 	 7.5424 	 0.00904547
	0.6 	 0 	 7.6311 	 0.0176641
	0.65 	 0 	 7.7554 	 0.0256537
	0.7 	 0 	 7.9352 	 0.0338214
	0.75 	 0 	 8.1230 	 0.0403486
	0.8 	 0 	 8.2937 	 0.0479793
	0.85 	 0 	 8.5711 	 0.0542206
	0.9 	 0 	 8.8115 	 0.0599744
	0.95 	 0 	 9.0745 	 0.0668437
