	0.1 	 0 	 4.0228 	 0.109344
	0.15 	 0 	 2.7575 	 0.0670994
	0.2 	 0 	 2.1570 	 0.0419412
	0.25 	 0 	 1.9048 	 0.033433
	0.3 	 0 	 1.7027 	 0.0221281
	0.35 	 0 	 1.5919 	 0.015799
	0.4 	 0 	 1.5401 	 0.00966021
	0.45 	 0 	 1.5105 	 0.00460648
	0.5 	 0 	 1.5000 	 0
	0.55 	 0 	 1.5060 	 0.0040799
	0.6 	 0 	 1.5239 	 0.00780014
	0.65 	 0 	 1.5490 	 0.0117671
	0.7 	 0 	 1.6007 	 0.0145501
	0.75 	 0 	 1.6206 	 0.0181211
	0.8 	 0 	 1.6807 	 0.0207063
	0.85 	 0 	 1.7311 	 0.0234374
	0.9 	 0 	 1.7702 	 0.0262782
	0.95 	 0 	 1.8386 	 0.0295446
