	0.5 	 0.25 	 2.8133 	 0.298544
	0.5 	 0.3 	 2.7022 	 0.0590767
	0.5 	 0.35 	 2.9022 	 0.0973819
	0.5 	 0.4 	 3.0494 	 0.106205
	0.5 	 0.45 	 3.1801 	 0.0712145
	0.5 	 0.5 	 3.2532 	 0.0769881
	0.5 	 0.55 	 3.3085 	 0.0733994
	0.55 	 0.25 	 2.7666 	 0.326075
	0.55 	 0.3 	 2.6618 	 0.0741508
	0.55 	 0.35 	 2.8947 	 0.11384
	0.55 	 0.4 	 3.0865 	 0.0925929
	0.55 	 0.45 	 3.1958 	 0.0845203
	0.55 	 0.5 	 3.2831 	 0.0806901
	0.55 	 0.55 	 3.3404 	 0.0706681
	0.6 	 0.25 	 2.7973 	 0.437513
	0.6 	 0.3 	 2.6912 	 0.0628431
	0.6 	 0.35 	 2.9311 	 0.0709165
	0.6 	 0.4 	 3.1308 	 0.117389
	0.6 	 0.45 	 3.2463 	 0.0928268
	0.6 	 0.5 	 3.3585 	 0.0885132
	0.6 	 0.55 	 3.4367 	 0.0813027
	0.65 	 0.25 	 2.7626 	 0.433455
	0.65 	 0.3 	 2.7095 	 0.0637376
	0.65 	 0.35 	 2.9709 	 0.0945657
	0.65 	 0.4 	 3.1776 	 0.0892782
	0.65 	 0.45 	 3.3368 	 0.109941
	0.65 	 0.5 	 3.4320 	 0.101344
	0.65 	 0.55 	 3.4974 	 0.0865741
