	0.1 	 -0.5 	 3.9740 	 0.918472
	0.1 	 -0.45 	 4.0073 	 0.910028
	0.1 	 -0.4 	 3.1113 	 0.839871
	0.1 	 -0.35 	 2.8652 	 0.721267
	0.1 	 -0.3 	 2.2203 	 0.610323
	0.1 	 -0.25 	 2.2383 	 0.572895
	0.1 	 -0.2 	 1.7450 	 0.473125
	0.1 	 -0.15 	 1.5414 	 0.431001
	0.1 	 -0.1 	 1.3257 	 0.378779
	0.1 	 -0.05 	 1.3455 	 0.411933
	0.1 	 -6.93889e-17 	 1.3163 	 0.363476
	0.1 	 0.05 	 1.2006 	 0.345839
	0.1 	 0.1 	 1.3451 	 0.376887
	0.1 	 0.15 	 1.6302 	 0.4373
	0.1 	 0.2 	 1.9035 	 0.523613
	0.1 	 0.25 	 2.0287 	 0.551206
	0.1 	 0.3 	 2.2723 	 0.577039
	0.1 	 0.35 	 2.5188 	 0.689957
	0.1 	 0.4 	 2.9909 	 0.701217
	0.1 	 0.45 	 3.6215 	 0.803377
	0.1 	 0.5 	 4.4936 	 0.947802
	0.15 	 -0.5 	 2.5118 	 0.572937
	0.15 	 -0.45 	 2.1310 	 0.522619
	0.15 	 -0.4 	 1.8078 	 0.473466
	0.15 	 -0.35 	 1.5235 	 0.461923
	0.15 	 -0.3 	 1.6426 	 0.422552
	0.15 	 -0.25 	 1.3477 	 0.330956
	0.15 	 -0.2 	 1.1124 	 0.281604
	0.15 	 -0.15 	 1.0299 	 0.312542
	0.15 	 -0.1 	 0.9861 	 0.272189
	0.15 	 -0.05 	 0.9325 	 0.220063
	0.15 	 -6.93889e-17 	 0.9228 	 0.235368
	0.15 	 0.05 	 0.8937 	 0.226163
	0.15 	 0.1 	 0.9689 	 0.242199
	0.15 	 0.15 	 1.0414 	 0.268327
	0.15 	 0.2 	 1.2649 	 0.376965
	0.15 	 0.25 	 1.2664 	 0.310897
	0.15 	 0.3 	 1.2782 	 0.354234
	0.15 	 0.35 	 1.4284 	 0.363898
	0.15 	 0.4 	 1.7708 	 0.444946
	0.15 	 0.45 	 1.9351 	 0.4633
	0.15 	 0.5 	 2.1443 	 0.464024
	0.2 	 -0.5 	 1.4700 	 0.340407
	0.2 	 -0.45 	 1.4437 	 0.342551
	0.2 	 -0.4 	 1.3350 	 0.317723
	0.2 	 -0.35 	 1.1467 	 0.273408
	0.2 	 -0.3 	 0.9792 	 0.25429
	0.2 	 -0.25 	 0.9495 	 0.254671
	0.2 	 -0.2 	 0.8582 	 0.204276
	0.2 	 -0.15 	 0.7711 	 0.187969
	0.2 	 -0.1 	 0.8205 	 0.201511
	0.2 	 -0.05 	 0.7116 	 0.165655
	0.2 	 -6.93889e-17 	 0.7474 	 0.200485
	0.2 	 0.05 	 0.7407 	 0.167797
	0.2 	 0.1 	 0.7626 	 0.195751
	0.2 	 0.15 	 0.8268 	 0.185623
	0.2 	 0.2 	 0.8818 	 0.212793
	0.2 	 0.25 	 0.9238 	 0.251978
	0.2 	 0.3 	 0.9712 	 0.225477
	0.2 	 0.35 	 1.1855 	 0.284076
	0.2 	 0.4 	 1.3098 	 0.337967
	0.2 	 0.45 	 1.3447 	 0.3233
	0.2 	 0.5 	 1.4909 	 0.363319
	0.25 	 -0.5 	 1.1177 	 0.270976
	0.25 	 -0.45 	 1.0400 	 0.238494
	0.25 	 -0.4 	 0.8686 	 0.204273
	0.25 	 -0.35 	 0.8437 	 0.191497
	0.25 	 -0.3 	 0.7904 	 0.165966
	0.25 	 -0.25 	 0.7483 	 0.166131
	0.25 	 -0.2 	 0.6918 	 0.138084
	0.25 	 -0.15 	 0.6538 	 0.130832
	0.25 	 -0.1 	 0.6732 	 0.123099
	0.25 	 -0.05 	 0.6228 	 0.111237
	0.25 	 -6.93889e-17 	 0.6398 	 0.119997
	0.25 	 0.05 	 0.6465 	 0.126125
	0.25 	 0.1 	 0.6740 	 0.13111
	0.25 	 0.15 	 0.6539 	 0.136527
	0.25 	 0.2 	 0.6915 	 0.138963
	0.25 	 0.25 	 0.7489 	 0.174805
	0.25 	 0.3 	 0.8054 	 0.181735
	0.25 	 0.35 	 0.9114 	 0.194679
	0.25 	 0.4 	 0.9466 	 0.207129
	0.25 	 0.45 	 1.0119 	 0.246937
	0.25 	 0.5 	 1.2306 	 0.283192
	0.3 	 -0.5 	 0.8971 	 0.187529
	0.3 	 -0.45 	 0.8769 	 0.178298
	0.3 	 -0.4 	 0.7686 	 0.168437
	0.3 	 -0.35 	 0.7262 	 0.146419
	0.3 	 -0.3 	 0.7276 	 0.142144
	0.3 	 -0.25 	 0.6419 	 0.115751
	0.3 	 -0.2 	 0.6264 	 0.121479
	0.3 	 -0.15 	 0.6052 	 0.0981868
	0.3 	 -0.1 	 0.5771 	 0.0909917
	0.3 	 -0.05 	 0.5635 	 0.0815267
	0.3 	 -6.93889e-17 	 0.5635 	 0.0795791
	0.3 	 0.05 	 0.5713 	 0.0861676
	0.3 	 0.1 	 0.5830 	 0.0832413
	0.3 	 0.15 	 0.5991 	 0.0940473
	0.3 	 0.2 	 0.6166 	 0.108913
	0.3 	 0.25 	 0.6870 	 0.133931
	0.3 	 0.3 	 0.7043 	 0.133235
	0.3 	 0.35 	 0.7711 	 0.152072
	0.3 	 0.4 	 0.8075 	 0.16294
	0.3 	 0.45 	 0.8146 	 0.173546
