	0.1 	 0 	 7.8287 	 4.14413
	0.15 	 0 	 5.4315 	 2.64561
	0.2 	 0 	 4.3890 	 1.78059
	0.25 	 0 	 3.6746 	 1.34005
	0.3 	 0 	 3.4293 	 0.959464
	0.35 	 0 	 3.2016 	 0.632756
	0.4 	 0 	 3.0572 	 0.38467
	0.45 	 0 	 3.0173 	 0.185808
	0.5 	 0 	 3.0000 	 0
	0.55 	 0 	 3.0134 	 0.166322
	0.6 	 0 	 3.0580 	 0.305192
	0.65 	 0 	 3.1108 	 0.477183
	0.7 	 0 	 3.1783 	 0.595415
	0.75 	 0 	 3.2344 	 0.725669
	0.8 	 0 	 3.3142 	 0.861816
	0.85 	 0 	 3.4166 	 0.974289
	0.9 	 0 	 3.5149 	 1.04251
	0.95 	 0 	 3.6354 	 1.17748
