	0.1 	 1.2651 	 0.380879
	0.15 	 0.9072 	 0.241828
	0.2 	 0.7369 	 0.173711
	0.25 	 0.6238 	 0.117294
	0.3 	 0.5642 	 0.0810334
	0.35 	 0.5322 	 0.0584359
	0.4 	 0.5106 	 0.0341749
	0.45 	 0.5026 	 0.0166129
	0.5 	 0.5000 	 0
	0.55 	 0.5033 	 0.0146921
	0.6 	 0.5079 	 0.0284396
	0.65 	 0.5144 	 0.0428051
	0.7 	 0.5304 	 0.0529207
	0.75 	 0.5418 	 0.0665971
	0.8 	 0.5541 	 0.0779117
	0.85 	 0.5776 	 0.0857993
	0.9 	 0.5889 	 0.09661
	0.95 	 0.6102 	 0.107748
