	0.1 	 -0.5 	 4.1816 	 0.12015
	0.1 	 -0.45 	 3.6978 	 0.125167
	0.1 	 -0.4 	 3.1070 	 0.106061
	0.1 	 -0.35 	 2.5883 	 0.0972953
	0.1 	 -0.3 	 2.4235 	 0.0940128
	0.1 	 -0.25 	 2.0886 	 0.0907577
	0.1 	 -0.2 	 1.9613 	 0.07953
	0.1 	 -0.15 	 1.6646 	 0.0752891
	0.1 	 -0.1 	 1.5418 	 0.0722211
	0.1 	 -0.05 	 1.4737 	 0.0756236
	0.1 	 -6.93889e-17 	 1.4771 	 0.0737155
	0.1 	 0.05 	 1.4297 	 0.0705476
	0.1 	 0.1 	 1.4352 	 0.0671776
	0.1 	 0.15 	 1.7139 	 0.0791148
	0.1 	 0.2 	 1.9466 	 0.077095
	0.1 	 0.25 	 2.1509 	 0.0938427
	0.1 	 0.3 	 2.4052 	 0.0964555
	0.1 	 0.35 	 2.5723 	 0.100037
	0.1 	 0.4 	 2.8465 	 0.0981973
	0.1 	 0.45 	 3.6811 	 0.118843
	0.1 	 0.5 	 4.1489 	 0.13076
	0.15 	 -0.5 	 2.2507 	 0.0802846
	0.15 	 -0.45 	 1.9761 	 0.0736704
	0.15 	 -0.4 	 1.8622 	 0.0738189
	0.15 	 -0.35 	 1.5924 	 0.0653179
	0.15 	 -0.3 	 1.3981 	 0.0608198
	0.15 	 -0.25 	 1.3367 	 0.0662535
	0.15 	 -0.2 	 1.1943 	 0.0569733
	0.15 	 -0.15 	 1.1652 	 0.0564655
	0.15 	 -0.1 	 1.0615 	 0.0503415
	0.15 	 -0.05 	 1.0325 	 0.0528992
	0.15 	 -6.93889e-17 	 0.9496 	 0.0480659
	0.15 	 0.05 	 1.0499 	 0.0552795
	0.15 	 0.1 	 1.0430 	 0.0536007
	0.15 	 0.15 	 1.1398 	 0.0548404
	0.15 	 0.2 	 1.2916 	 0.0578927
	0.15 	 0.25 	 1.2402 	 0.0589093
	0.15 	 0.3 	 1.3773 	 0.0614617
	0.15 	 0.35 	 1.6388 	 0.0649064
	0.15 	 0.4 	 1.9746 	 0.0730122
	0.15 	 0.45 	 2.1487 	 0.0697445
	0.15 	 0.5 	 2.1677 	 0.0780973
	0.2 	 -0.5 	 1.5178 	 0.058537
	0.2 	 -0.45 	 1.4315 	 0.0554987
	0.2 	 -0.4 	 1.3024 	 0.0521
	0.2 	 -0.35 	 1.1321 	 0.0488363
	0.2 	 -0.3 	 1.1294 	 0.046796
	0.2 	 -0.25 	 0.9512 	 0.0431419
	0.2 	 -0.2 	 0.9119 	 0.0441698
	0.2 	 -0.15 	 0.8618 	 0.0416841
	0.2 	 -0.1 	 0.8414 	 0.0417462
	0.2 	 -0.05 	 0.8224 	 0.0431122
	0.2 	 -6.93889e-17 	 0.7786 	 0.0393534
	0.2 	 0.05 	 0.8106 	 0.0402825
	0.2 	 0.1 	 0.8409 	 0.037821
	0.2 	 0.15 	 0.8692 	 0.0450808
	0.2 	 0.2 	 0.9510 	 0.044867
	0.2 	 0.25 	 0.9226 	 0.0453532
	0.2 	 0.3 	 1.0352 	 0.0478774
	0.2 	 0.35 	 1.1454 	 0.0488807
	0.2 	 0.4 	 1.3114 	 0.0556503
	0.2 	 0.45 	 1.3633 	 0.0497824
	0.2 	 0.5 	 1.5010 	 0.057952
	0.25 	 -0.5 	 1.1702 	 0.0411531
	0.25 	 -0.45 	 1.1012 	 0.040774
	0.25 	 -0.4 	 0.9928 	 0.0406384
	0.25 	 -0.35 	 0.8988 	 0.0391532
	0.25 	 -0.3 	 0.8484 	 0.0352815
	0.25 	 -0.25 	 0.7890 	 0.0355222
	0.25 	 -0.2 	 0.7449 	 0.0329472
	0.25 	 -0.15 	 0.7166 	 0.0305143
	0.25 	 -0.1 	 0.6977 	 0.034094
	0.25 	 -0.05 	 0.6710 	 0.0298901
	0.25 	 -6.93889e-17 	 0.6642 	 0.0318093
	0.25 	 0.05 	 0.6672 	 0.0292911
	0.25 	 0.1 	 0.7050 	 0.0326648
	0.25 	 0.15 	 0.7013 	 0.0318645
	0.25 	 0.2 	 0.7489 	 0.0334217
	0.25 	 0.25 	 0.7973 	 0.0319844
	0.25 	 0.3 	 0.8911 	 0.0378994
	0.25 	 0.35 	 0.8930 	 0.0407592
	0.25 	 0.4 	 0.9679 	 0.0395045
	0.25 	 0.45 	 1.0566 	 0.0411936
	0.25 	 0.5 	 1.2182 	 0.0448983
	0.3 	 -0.5 	 0.8733 	 0.0334033
	0.3 	 -0.45 	 0.8745 	 0.0336432
	0.3 	 -0.4 	 0.8242 	 0.0305191
	0.3 	 -0.35 	 0.7682 	 0.0304747
	0.3 	 -0.3 	 0.7317 	 0.0278117
	0.3 	 -0.25 	 0.7153 	 0.0280345
	0.3 	 -0.2 	 0.6287 	 0.0241306
	0.3 	 -0.15 	 0.6361 	 0.0242243
	0.3 	 -0.1 	 0.6262 	 0.0267503
	0.3 	 -0.05 	 0.6129 	 0.0259456
	0.3 	 -6.93889e-17 	 0.5992 	 0.0218007
	0.3 	 0.05 	 0.6081 	 0.0236268
	0.3 	 0.1 	 0.6184 	 0.0245113
