	0.1 	 1.3023 	 0.365994
	0.15 	 0.9144 	 0.250968
	0.2 	 0.6783 	 0.151695
	0.25 	 0.6224 	 0.121628
	0.3 	 0.5655 	 0.0889681
	0.35 	 0.5217 	 0.0523282
	0.4 	 0.5238 	 0.0402722
	0.45 	 0.5035 	 0.0173305
	0.5 	 0.5000 	 0
	0.55 	 0.5054 	 0.0144585
	0.6 	 0.5082 	 0.0276127
	0.65 	 0.5109 	 0.0421804
	0.7 	 0.5348 	 0.0513937
	0.75 	 0.5470 	 0.062844
	0.8 	 0.5524 	 0.0816237
	0.85 	 0.5653 	 0.0855313
	0.9 	 0.5973 	 0.0975953
	0.95 	 0.6205 	 0.104325
